Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
"16 Lime Square, Ashton Old Road",M111DA,-2.16491053455739,53.4736408130952,NA,NA,2014-07-08,e550a40ff668de52cd5e0ec3f9e8afc0870adb3c74ec60637794205556a9784b,Manchester
"10 Lime Square, Ashton Old Road",M111DA,-2.16491053455739,53.4736408130952,NA,NA,2013-08-16,123c292f86a1128ba56372173b355823553525e987851898f78d19fe52d382b5,Manchester
"19 Lime Square, Ashton Old Road",M111DA,-2.16491053455739,53.4736408130952,Add optimum start/stop to the heating system.,EPC-H7,2014-07-08,234e5c4c069f39c04a2222eb3cc5b552cf4d5fd4c1a8c2332aa29b7a27e1d398,Manchester
"19 Lime Square, Ashton Old Road",M111DA,-2.16491053455739,53.4736408130952,Add local temperature control to the heating system.,EPC-H6,2014-07-08,234e5c4c069f39c04a2222eb3cc5b552cf4d5fd4c1a8c2332aa29b7a27e1d398,Manchester
"Grove Inn, 1515 Ashton Old Road",M111GR,-2.15237273013945,53.4728574673032,NA,NA,2009-04-29,b58a0da1449cb03ee278bc15dcc595944fac15a0f0cb12ce76a252cafe3846b8,Manchester
1479-1489 Ashton Old Road,M111HH,-2.155356045008,53.4729345241074,NA,NA,2014-08-27,4b310ee57cfa7e29247a4dc6621490ce9ad0e34fe0ce98b7517471ffaf5225ac,Manchester
"C K's, 1417 Ashton Old Road",M111HJ,-2.15796252509259,53.4729580732725,NA,NA,2011-09-29,ceb1acb5708f9ad29df2c12a9e68cbbc59d998d3d1064d289e6ec2e91fe0af2c,Manchester
1419 Ashton Old Road,M111HJ,-2.15796252509259,53.4729580732725,NA,NA,2011-08-23,2efd29996affc619f0932768b8f65f741fc55ede283ad07bd13303d7342b6a7b,Manchester
"The Launderette, 1406 Ashton Old Road",M111HL,-2.15649952323329,53.4725195545794,NA,NA,2013-09-30,cc6da5ffdaa3f227033ee07885d04c6944fcd86894faf91165df13d95ab9283e,Manchester
1408 Ashton Old Road,M111HL,-2.15649952323329,53.4725195545794,NA,NA,2013-06-04,4fe684c814bccf6a92374d280ba1b9f21828fd37c4936a5d689f7670cbff6e7f,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Add weather compensation controls to heating system.,EPC-H8,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Consider installing solar water heating.,EPC-R3,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Consider installing building mounted wind turbine(s).,EPC-R2,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Improve insulation on HWS storage.,EPC-W3,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1524, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,NA,NA,2012-04-16,6cfeec569ecfdbb53b95a92018c317aadfd8e34a1c9a6ec72f0fbd70d29b9254,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Consider installing PV.,EPC-R4,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Add optimum start/stop to the heating system.,EPC-H7,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Add local time control to heating system.,EPC-H5,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1496, Ashton Old Road",M111HN,-2.15297380888397,53.4724252445691,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2016-07-27,0eb85bcd30521b31488ede9d64e87efafd4330495aea598a5ceb961d1462ac3d,Manchester
"1548, Ashton Old Road",M111HW,-2.15041208407298,53.4722667006552,NA,NA,2012-07-24,2b9f6d16dc607f813a7b9b612ca4eda90c4e71fcda057eb5741467c86e4a3c20,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Consider installing solar water heating.,EPC-R3,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Cullens Florists, 1342 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,NA,NA,2012-09-15,f8a469c5b5d0f0c0dc9dcff903077d3db634201b6c2f61d90c01c27cfd314682,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
1298-1300 Ashton Old Road,M111JG,-2.16350552468119,53.472636015584,NA,NA,2013-12-03,3c8996737be2a637be5206ca2b728507ba6d0ea69d691d0aa3f68c890cb72568,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Consider installing building mounted wind turbine(s).,EPC-R2,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Lloyds TSB Bank Plc, 1296 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,NA,NA,2012-06-12,9ba853c579f7ada603a506d7a6cf96c3b4da6961d73524e9cd4546ac7e153fd6,Manchester
"Pasbex, 1292 Ashton Old Road",M111JG,-2.16350552468119,53.472636015584,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2011-08-24,c6ddad926bef6745d2098402a2618a76d65525c7666830081762dda1bff495ca,Manchester
"Globe Communication, 1282 Ashton Old Road",M111JJ,-2.16443983939909,53.4726976541437,NA,NA,2015-10-02,fcb0c91d037170caddb4bc3ec781523e7f924133aecbd3790a51fa025ec1ef4b,Manchester
"Foresters Arms, 1272 Ashton Old Road",M111JJ,-2.16443983939909,53.4726976541437,NA,NA,2014-09-29,5e8989adab3533445a7392fe7950fc97238fd89b6e5d2117fde6a50e7255e116,Manchester
"GROUND FLOOR AND BASEMENT, 1319, Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-06-16,47abc14887207e35f3666ceeb07d49b96be6528748c383ca178e5aa3085ced2d,Manchester
"Queen Beauty, 1313 Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,NA,NA,2014-04-10,1dcd09253a622d9d143305c906b9ea9a96d50f7542af5a858f7c0198b06d1143,Manchester
"The Barber Shop, 1297 Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,NA,NA,2015-06-16,21e99523deab1fdf4bfdefd03b319fa6c6f03fe743ec386340a0afa73b97e650,Manchester
"GROUND FLOOR AND BASEMENT, 1319, Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-06-16,47abc14887207e35f3666ceeb07d49b96be6528748c383ca178e5aa3085ced2d,Manchester
1315a Ashton Old Road,M111JS,-2.16263302161646,53.4729787745812,NA,NA,2014-04-10,9076c9629860328a0aae5634b79dc40463c844e6c51c14e54b0e7387d11c5e5b,Manchester
"Kopernik, 1315 Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,NA,NA,2014-04-10,3a63afc1f0d07eb4ab0a7396c9fd9e59ea34a5135871e78f77d7af3d1e389998,Manchester
1313a Ashton Old Road,M111JS,-2.16263302161646,53.4729787745812,NA,NA,2014-04-10,164863d571623654abe1d31a459ef3163f6013dd5e206809074ae2c8c91e3a87,Manchester
"GROUND FLOOR AND BASEMENT, 1319, Ashton Old Road",M111JS,-2.16263302161646,53.4729787745812,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-06-16,47abc14887207e35f3666ceeb07d49b96be6528748c383ca178e5aa3085ced2d,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Replace tungsten GLS spotlights with low-voltage tungsten halogen: Payback period dependent on hours of use.,EPC-L4,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Add weather compensation controls to heating system.,EPC-H8,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Consider installing building mounted wind turbine(s).,EPC-R2,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Consider installing solar water heating.,EPC-R3,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Add local temperature control to the heating system.,EPC-H6,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
"P & S Carpets, 1347-1349 Ashton Old Road",M111JT,-2.16150312129204,53.4729892955172,NA,NA,2010-06-09,ab615153d24da0d4d9e49a5755673161e5b52966e31444e4897c106448ca1899,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",EPC-E1,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Add optimum start/stop to the heating system.,EPC-H7,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
1327 Ashton Old Road,M111JT,-2.16150312129204,53.4729892955172,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2010-06-24,6d711050fba8cc4b38de44681616bf270d53dfd33425b1d01caba90280de250b,Manchester
"DELAMERE PARK PLAY CENTRE, 24, Delamere Street",M111JY,-2.15889180293959,53.4716714652955,NA,NA,2013-09-23,ccbca14756df53444695793f20fa3c68521f0d004c15dc7f226fb21a177fe16e,Manchester
"C K Takeaway, 47-49 Vine Street",M111LH,-2.16244608807194,53.4713700614631,NA,NA,2010-11-04,a0939d5b0ebafedca13f29297af839070f5bdeee80e6573330343e653163e2fc,Manchester
"Wetherby Street Childrens Centre, 50 Wetherby Street",M111NU,-2.16385972617502,53.4707209489799,NA,NA,2013-10-30,57b2e2ec01bc0fbd323f8f0c4f8a84a4ce30ba75cfa6405567a0004198c0f822,Manchester
"Catherine Street Day Centre, Catherine Street",M111WF,-2.1644211606063,53.4717628608,NA,NA,2013-06-24,f5e17fda2e56dc051fcb50b792ee1acd808abd3d7f0fa93a8d1e3d827643d967,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Install more efficient water heater.,EPC-W1,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Add optimum start/stop to the heating system.,EPC-H7,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Insert Recommendation here,USER,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Add weather compensation controls to heating system.,EPC-H8,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Consider installing building mounted wind turbine(s).,EPC-R2,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Consider installing solar water heating.,EPC-R3,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Insert Recommendation here,USER,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Bradford Hotel, 461 Mill Street",M112AD,-2.19199595489557,53.4762160639622,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-03-16,f2ead2b3dfec03b54f0054dfea595034ae94559e621a754a3bb695020974cc52,Manchester
"Mancab Services Ltd, Unit 1",M112AS,-2.18767654843617,53.4773105506127,NA,NA,2013-12-02,2679ddbc9fe6a03ab9caeec7497381fcb03d679de0be83443bfa711e785c8dfe,Manchester
"Mancab Services Ltd, Unit 4",M112AS,-2.18767654843617,53.4773105506127,NA,NA,2013-12-02,6b0b787bf7227e7cea75e680c6c79854a664d7d40b908ef8301db64d00435930,Manchester
"3, Colliery Street",M112AW,-2.18943501943928,53.4763190257376,NA,NA,2012-10-11,8a371d9f67070541cda76ef59dbbe427ed49ae99d0ace5da022e776107176fe7,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
3 Kelbrook Road,M112DD,-2.18521361013516,53.4757144147811,Consider replacing heating boiler plant with high efficiency type.,EPC-H1,2014-07-11,e1df13f926ac8d84d2c5dbae6c124c77c126791c2dffc8831835891ace9f27a4,Manchester
